unnorm_init[1.50,0.00,0.00,3.00]_dt0.01000_m[ 9, 1].txt
Eccentricity : 0.500000 

Error of arcl_geod | mean = NaN, max = 2.199121, min = 0.000300
Error of newtonian | mean = 0.764459, max = 2.243799, min = 0.000000

   ||arc domain geodesic ||     newtonian
num||degree   | error    || degree   | error    
 53||1.492958 | 1.997382 || 0.939276 | 0.711606 
 54||1.555606 | 2.199121 || 0.954118 | 0.735950 
 55||1.622471 | 2.190351 || 0.968822 | 0.760551 
 56||1.693981 | 2.102718 || 0.983388 | 0.785401 
 57||1.770564 | 2.002161 || 0.997818 | 0.810492 
 58||1.852620 | 1.886593 || 1.012110 | 0.835816 
 59||1.940471 | 1.753896 || 1.026268 | 0.861366 
 60||2.034301 | 1.602218 || 1.040290 | 0.887136 
 61||2.134079 | 1.430491 || 1.054179 | 0.913117 
 62||2.239498 | 1.239202 || 1.067934 | 0.939303 
 63||2.349938 | 1.031342 || 1.081557 | 0.965687 
 64||2.464503 | 0.813306 || 1.095048 | 0.992262 
 65||2.582127 | 0.595350 || 1.108409 | 1.019022 
 66||2.701745 | 0.391163 || 1.121641 | 1.045960 
 67||2.822455 | 0.216388 || 1.134745 | 1.073069 
 68||2.943629 | 0.086307 || 1.147721 | 1.100343 
 69||3.064932 | 0.013273 || 1.160571 | 1.127777 
 70||NaN | NaN || 1.173296 | 1.155363 
 71||NaN | NaN || 1.185897 | 1.183096 
 72||NaN | NaN || 1.198376 | 1.210971 
 73||NaN | NaN || 1.210733 | 1.238982 
 74||NaN | NaN || 1.222969 | 1.267122 
 75||NaN | NaN || 1.235087 | 1.295387 
 76||NaN | NaN || 1.247087 | 1.323771 
 77||NaN | NaN || 1.258970 | 1.352269 
 78||NaN | NaN || 1.270737 | 1.380875 
 79||NaN | NaN || 1.282391 | 1.409586 
 80||NaN | NaN || 1.293931 | 1.438396 
 81||NaN | NaN || 1.305361 | 1.467300 
 82||NaN | NaN || 1.316679 | 1.496293 
 83||NaN | NaN || 1.327889 | 1.525371 
 84||NaN | NaN || 1.338991 | 1.554530 
 85||NaN | NaN || 1.349986 | 1.583765 
 86||NaN | NaN || 1.360876 | 1.613072 
 87||NaN | NaN || 1.371661 | 1.642446 
 88||NaN | NaN || 1.382345 | 1.671885 
 89||NaN | NaN || 1.392926 | 1.701383 
 90||NaN | NaN || 1.403407 | 1.730937 
 91||NaN | NaN || 1.413790 | 1.760543 
 92||NaN | NaN || 1.424074 | 1.790198 
 93||NaN | NaN || 1.434262 | 1.819897 
 94||NaN | NaN || 1.444354 | 1.849638 
 95||NaN | NaN || 1.454353 | 1.879417 
 96||NaN | NaN || 1.464258 | 1.909231 
 97||NaN | NaN || 1.474071 | 1.939076 
 98||NaN | NaN || 1.483794 | 1.968949 
 99||NaN | NaN || 1.493428 | 1.998848 
100||NaN | NaN || 1.502973 | 2.028769 
101||NaN | NaN || 1.512431 | 2.058709 
102||NaN | NaN || 1.521803 | 2.088666 
103||NaN | NaN || 1.531091 | 2.118636 
104||NaN | NaN || 1.540294 | 2.148618 
105||NaN | NaN || 1.549415 | 2.178607 
106||NaN | NaN || 1.558455 | 2.208603 
107||NaN | NaN || 1.567413 | 2.238602 
108||NaN | NaN || 1.576293 | 2.243799 
109||NaN | NaN || 1.585094 | 2.233800 
110||NaN | NaN || 1.593818 | 2.223802 
111||NaN | NaN || 1.602465 | 2.213805 
112||NaN | NaN || 1.611037 | 2.203812 
113||NaN | NaN || 1.619535 | 2.193822 
114||NaN | NaN || 1.627960 | 2.183836 
115||NaN | NaN || 1.636312 | 2.173855 
116||NaN | NaN || 1.644593 | 2.163879 
117||NaN | NaN || 1.652804 | 2.153909 
118||NaN | NaN || 1.660945 | 2.143946 
119||NaN | NaN || 1.669017 | 2.133991 
120||NaN | NaN || 1.677022 | 2.124043 
121||NaN | NaN || 1.684960 | 2.114104 
122||NaN | NaN || 1.692833 | 2.104173 
123||NaN | NaN || 1.700640 | 2.094253 
124||NaN | NaN || 1.708384 | 2.084342 
125||NaN | NaN || 1.716064 | 2.074442 
126||NaN | NaN || 1.723681 | 2.064553 
127||NaN | NaN || 1.731237 | 2.054675 
128||NaN | NaN || 1.738733 | 2.044810 
129||NaN | NaN || 1.746168 | 2.034957 
130||NaN | NaN || 1.753544 | 2.025117 
131||NaN | NaN || 1.760862 | 2.015290 
132||NaN | NaN || 1.768122 | 2.005477 
133||NaN | NaN || 1.775326 | 1.995678 
134||NaN | NaN || 1.782473 | 1.985894 
135||NaN | NaN || 1.789565 | 1.976125 
136||NaN | NaN || 1.796602 | 1.966371 
137||NaN | NaN || 1.803585 | 1.956633 
138||NaN | NaN || 1.810515 | 1.946910 
139||NaN | NaN || 1.817393 | 1.937205 
140||NaN | NaN || 1.824219 | 1.927516 
141||NaN | NaN || 1.830993 | 1.917844 
142||NaN | NaN || 1.837717 | 1.908189 
143||NaN | NaN || 1.844391 | 1.898552 
144||NaN | NaN || 1.851016 | 1.888933 
145||NaN | NaN || 1.857592 | 1.879332 
146||NaN | NaN || 1.864121 | 1.869750 
147||NaN | NaN || 1.870602 | 1.860186 
148||NaN | NaN || 1.877036 | 1.850642 
149||NaN | NaN || 1.883424 | 1.841117 
150||NaN | NaN || 1.889767 | 1.831612 
151||NaN | NaN || 1.896064 | 1.822126 
152||NaN | NaN || 1.902317 | 1.812660 
153||NaN | NaN || 1.908527 | 1.803215 
154||NaN | NaN || 1.914693 | 1.793790 
155||NaN | NaN || 1.920816 | 1.784386 
156||NaN | NaN || 1.926897 | 1.775003 
157||NaN | NaN || 1.932936 | 1.765641 
158||NaN | NaN || 1.938934 | 1.756300 
159||NaN | NaN || 1.944892 | 1.746981 
160||NaN | NaN || 1.950809 | 1.737683 
161||NaN | NaN || 1.956687 | 1.728408 
162||NaN | NaN || 1.962526 | 1.719154 
163||NaN | NaN || 1.968325 | 1.709923 
164||NaN | NaN || 1.974087 | 1.700714 
165||NaN | NaN || 1.979811 | 1.691527 
166||NaN | NaN || 1.985498 | 1.682364 
167||NaN | NaN || 1.991148 | 1.673223 
168||NaN | NaN || 1.996761 | 1.664105 
169||NaN | NaN || 2.002339 | 1.655010 
170||NaN | NaN || 2.007881 | 1.645938 
171||NaN | NaN || 2.013387 | 1.636890 
172||NaN | NaN || 2.018860 | 1.627866 
173||NaN | NaN || 2.024298 | 1.618865 
174||NaN | NaN || 2.029702 | 1.609887 
175||NaN | NaN || 2.035073 | 1.600934 
176||NaN | NaN || 2.040411 | 1.592004 
177||NaN | NaN || 2.045716 | 1.583099 
178||NaN | NaN || 2.050989 | 1.574218 
179||NaN | NaN || 2.056230 | 1.565361 
180||NaN | NaN || 2.061439 | 1.556528 
181||NaN | NaN || 2.066618 | 1.547720 
182||NaN | NaN || 2.071765 | 1.538937 
183||NaN | NaN || 2.076882 | 1.530178 
184||NaN | NaN || 2.081970 | 1.521444 
185||NaN | NaN || 2.087027 | 1.512735 
186||NaN | NaN || 2.092055 | 1.504050 
187||NaN | NaN || 2.097054 | 1.495391 
188||NaN | NaN || 2.102025 | 1.486756 
189||NaN | NaN || 2.106967 | 1.478147 
190||NaN | NaN || 2.111881 | 1.469563 
191||NaN | NaN || 2.116767 | 1.461004 
192||NaN | NaN || 2.121626 | 1.452471 
193||NaN | NaN || 2.126457 | 1.443962 
194||NaN | NaN || 2.131262 | 1.435480 
195||NaN | NaN || 2.136041 | 1.427022 
196||NaN | NaN || 2.140793 | 1.418590 
197||NaN | NaN || 2.145520 | 1.410184 
198||NaN | NaN || 2.150220 | 1.401804 
199||NaN | NaN || 2.154896 | 1.393449 
200||NaN | NaN || 2.159546 | 1.385119 
201||NaN | NaN || 2.164172 | 1.376816 
202||NaN | NaN || 2.168773 | 1.368538 
203||NaN | NaN || 2.173350 | 1.360286 
204||NaN | NaN || 2.177903 | 1.352060 
205||NaN | NaN || 2.182432 | 1.343860 
206||NaN | NaN || 2.186938 | 1.335686 
207||NaN | NaN || 2.191421 | 1.327538 
208||NaN | NaN || 2.195880 | 1.319416 
209||NaN | NaN || 2.200318 | 1.311320 
210||NaN | NaN || 2.204732 | 1.303250 
211||NaN | NaN || 2.209125 | 1.295206 
212||NaN | NaN || 2.213495 | 1.287188 
213||NaN | NaN || 2.217844 | 1.279196 
214||NaN | NaN || 2.222171 | 1.271231 
215||NaN | NaN || 2.226477 | 1.263291 
216||NaN | NaN || 2.230762 | 1.255378 
217||NaN | NaN || 2.235026 | 1.247491 
218||NaN | NaN || 2.239270 | 1.239630 
219||NaN | NaN || 2.243493 | 1.231796 
220||NaN | NaN || 2.247696 | 1.223987 
221||NaN | NaN || 2.251879 | 1.216205 
222||NaN | NaN || 2.256042 | 1.208449 
223||NaN | NaN || 2.260186 | 1.200720 
224||NaN | NaN || 2.264310 | 1.193017 
225||NaN | NaN || 2.268415 | 1.185340 
226||NaN | NaN || 2.272502 | 1.177689 
227||NaN | NaN || 2.276569 | 1.170065 
228||NaN | NaN || 2.280618 | 1.162467 
229||NaN | NaN || 2.284649 | 1.154895 
230||NaN | NaN || 2.288661 | 1.147350 
231||NaN | NaN || 2.292656 | 1.139831 
232||NaN | NaN || 2.296633 | 1.132339 
233||NaN | NaN || 2.300592 | 1.124872 
234||NaN | NaN || 2.304533 | 1.117432 
235||NaN | NaN || 2.308458 | 1.110019 
236||NaN | NaN || 2.312365 | 1.102631 
237||NaN | NaN || 2.316255 | 1.095271 
238||NaN | NaN || 2.320129 | 1.087936 
239||NaN | NaN || 2.323986 | 1.080628 
240||NaN | NaN || 2.327826 | 1.073346 
241||NaN | NaN || 2.331651 | 1.066090 
242||NaN | NaN || 2.335459 | 1.058861 
243||NaN | NaN || 2.339251 | 1.051658 
244||NaN | NaN || 2.343028 | 1.044481 
245||NaN | NaN || 2.346789 | 1.037331 
246||NaN | NaN || 2.350534 | 1.030206 
247||NaN | NaN || 2.354264 | 1.023109 
248||NaN | NaN || 2.357979 | 1.016037 
249||NaN | NaN || 2.361679 | 1.008992 
250||NaN | NaN || 2.365364 | 1.001973 
251||NaN | NaN || 2.369034 | 0.994980 
252||NaN | NaN || 2.372690 | 0.988013 
253||NaN | NaN || 2.376331 | 0.981073 
254||NaN | NaN || 2.379958 | 0.974159 
255||NaN | NaN || 2.383571 | 0.967271 
256||NaN | NaN || 2.387169 | 0.960409 
257||NaN | NaN || 2.390754 | 0.953573 
258||NaN | NaN || 2.394325 | 0.946764 
259||NaN | NaN || 2.397883 | 0.939981 
260||NaN | NaN || 2.401427 | 0.933224 
261||NaN | NaN || 2.404957 | 0.926493 
262||NaN | NaN || 2.408474 | 0.919788 
263||NaN | NaN || 2.411979 | 0.913109 
264||NaN | NaN || 2.415470 | 0.906456 
265||NaN | NaN || 2.418948 | 0.899829 
266||NaN | NaN || 2.422414 | 0.893228 
267||NaN | NaN || 2.425867 | 0.886654 
268||NaN | NaN || 2.429307 | 0.880105 
269||NaN | NaN || 2.432735 | 0.873583 
270||NaN | NaN || 2.436151 | 0.867086 
271||NaN | NaN || 2.439554 | 0.860615 
272||NaN | NaN || 2.442946 | 0.854170 
273||NaN | NaN || 2.446325 | 0.847751 
274||NaN | NaN || 2.449693 | 0.841358 
275||NaN | NaN || 2.453049 | 0.834991 
276||NaN | NaN || 2.456393 | 0.828650 
277||NaN | NaN || 2.459726 | 0.822335 
278||NaN | NaN || 2.463047 | 0.816045 
279||NaN | NaN || 2.466357 | 0.809782 
280||NaN | NaN || 2.469656 | 0.803544 
281||NaN | NaN || 2.472944 | 0.797332 
282||NaN | NaN || 2.476221 | 0.791145 
283||NaN | NaN || 2.479487 | 0.784985 
284||NaN | NaN || 2.482742 | 0.778850 
285||NaN | NaN || 2.485987 | 0.772740 
286||NaN | NaN || 2.489221 | 0.766657 
287||NaN | NaN || 2.492444 | 0.760599 
288||NaN | NaN || 2.495657 | 0.754567 
289||NaN | NaN || 2.498860 | 0.748560 
290||NaN | NaN || 2.502052 | 0.742579 
291||NaN | NaN || 2.505234 | 0.736623 
292||NaN | NaN || 2.508407 | 0.730694 
293||NaN | NaN || 2.511569 | 0.724789 
294||NaN | NaN || 2.514722 | 0.718910 
295||NaN | NaN || 2.517864 | 0.713057 
296||NaN | NaN || 2.520997 | 0.707229 
297||NaN | NaN || 2.524121 | 0.701426 
298||NaN | NaN || 2.527235 | 0.695649 
299||NaN | NaN || 2.530339 | 0.689898 
300||NaN | NaN || 2.533434 | 0.684171 
301||NaN | NaN || 2.536520 | 0.678471 
302||NaN | NaN || 2.539597 | 0.672795 
303||NaN | NaN || 2.542665 | 0.667145 
304||NaN | NaN || 2.545723 | 0.661520 
305||NaN | NaN || 2.548773 | 0.655920 
306||NaN | NaN || 2.551814 | 0.650346 
307||NaN | NaN || 2.554846 | 0.644797 
308||NaN | NaN || 2.557870 | 0.639273 
309||NaN | NaN || 2.560884 | 0.633774 
310||NaN | NaN || 2.563891 | 0.628300 
311||NaN | NaN || 2.566888 | 0.622852 
312||NaN | NaN || 2.569878 | 0.617429 
313||NaN | NaN || 2.572859 | 0.612030 
314||NaN | NaN || 2.575832 | 0.606657 
315||NaN | NaN || 2.578796 | 0.601309 
316||NaN | NaN || 2.581753 | 0.595986 
317||NaN | NaN || 2.584701 | 0.590688 
318||NaN | NaN || 2.587642 | 0.585415 
319||NaN | NaN || 2.590574 | 0.580167 
320||NaN | NaN || 2.593499 | 0.574944 
321||NaN | NaN || 2.596416 | 0.569746 
322||NaN | NaN || 2.599326 | 0.564573 
323||NaN | NaN || 2.602227 | 0.559424 
324||NaN | NaN || 2.605122 | 0.554301 
325||NaN | NaN || 2.608008 | 0.549202 
326||NaN | NaN || 2.610888 | 0.544128 
327||NaN | NaN || 2.613760 | 0.539079 
328||NaN | NaN || 2.616624 | 0.534055 
329||NaN | NaN || 2.619482 | 0.529056 
330||NaN | NaN || 2.622332 | 0.524081 
331||NaN | NaN || 2.625175 | 0.519131 
332||NaN | NaN || 2.628011 | 0.514206 
333||NaN | NaN || 2.630840 | 0.509305 
334||NaN | NaN || 2.633662 | 0.504429 
335||NaN | NaN || 2.636478 | 0.499578 
336||NaN | NaN || 2.639286 | 0.494751 
337||NaN | NaN || 2.642088 | 0.489949 
338||NaN | NaN || 2.644883 | 0.485171 
339||NaN | NaN || 2.647671 | 0.480418 
340||NaN | NaN || 2.650453 | 0.475689 
341||NaN | NaN || 2.653229 | 0.470985 
342||NaN | NaN || 2.655998 | 0.466306 
343||NaN | NaN || 2.658760 | 0.461651 
344||NaN | NaN || 2.661516 | 0.457020 
345||NaN | NaN || 2.664266 | 0.452414 
346||NaN | NaN || 2.667010 | 0.447832 
347||NaN | NaN || 2.669747 | 0.443274 
348||NaN | NaN || 2.672479 | 0.438741 
349||NaN | NaN || 2.675204 | 0.434232 
350||NaN | NaN || 2.677923 | 0.429748 
351||NaN | NaN || 2.680636 | 0.425288 
352||NaN | NaN || 2.683344 | 0.420852 
353||NaN | NaN || 2.686045 | 0.416440 
354||NaN | NaN || 2.688741 | 0.412053 
355||NaN | NaN || 2.691431 | 0.407689 
356||NaN | NaN || 2.694115 | 0.403350 
357||NaN | NaN || 2.696794 | 0.399036 
358||NaN | NaN || 2.699467 | 0.394745 
359||NaN | NaN || 2.702134 | 0.390478 
360||NaN | NaN || 2.704796 | 0.386236 
361||NaN | NaN || 2.707452 | 0.382018 
362||NaN | NaN || 2.710103 | 0.377823 
363||NaN | NaN || 2.712749 | 0.373653 
364||NaN | NaN || 2.715389 | 0.369507 
365||NaN | NaN || 2.718024 | 0.365385 
366||NaN | NaN || 2.720654 | 0.361287 
367||NaN | NaN || 2.723278 | 0.357212 
368||NaN | NaN || 2.725897 | 0.353162 
369||NaN | NaN || 2.728512 | 0.349136 
370||NaN | NaN || 2.731121 | 0.345133 
371||NaN | NaN || 2.733725 | 0.341155 
372||NaN | NaN || 2.736325 | 0.337200 
373||NaN | NaN || 2.738919 | 0.333270 
374||NaN | NaN || 2.741508 | 0.329363 
375||NaN | NaN || 2.744093 | 0.325480 
376||NaN | NaN || 2.746673 | 0.321620 
377||NaN | NaN || 2.749248 | 0.317785 
378||NaN | NaN || 2.751819 | 0.313973 
379||NaN | NaN || 2.754384 | 0.310185 
380||NaN | NaN || 2.756945 | 0.306421 
381||NaN | NaN || 2.759502 | 0.302681 
382||NaN | NaN || 2.762054 | 0.298964 
383||NaN | NaN || 2.764601 | 0.295271 
384||NaN | NaN || 2.767145 | 0.291602 
385||NaN | NaN || 2.769683 | 0.287956 
386||NaN | NaN || 2.772217 | 0.284334 
387||NaN | NaN || 2.774747 | 0.280735 
388||NaN | NaN || 2.777273 | 0.277160 
389||NaN | NaN || 2.779794 | 0.273609 
390||NaN | NaN || 2.782312 | 0.270081 
391||NaN | NaN || 2.784825 | 0.266577 
392||NaN | NaN || 2.787333 | 0.263096 
393||NaN | NaN || 2.789838 | 0.259639 
394||NaN | NaN || 2.792339 | 0.256205 
395||NaN | NaN || 2.794835 | 0.252795 
396||NaN | NaN || 2.797328 | 0.249408 
397||NaN | NaN || 2.799817 | 0.246045 
398||NaN | NaN || 2.802301 | 0.242705 
399||NaN | NaN || 2.804782 | 0.239388 
400||NaN | NaN || 2.807259 | 0.236095 
401||NaN | NaN || 2.809733 | 0.232826 
402||NaN | NaN || 2.812202 | 0.229579 
403||NaN | NaN || 2.814668 | 0.226356 
404||NaN | NaN || 2.817130 | 0.223157 
405||NaN | NaN || 2.819588 | 0.219980 
406||NaN | NaN || 2.822043 | 0.216827 
407||NaN | NaN || 2.824494 | 0.213698 
408||NaN | NaN || 2.826942 | 0.210591 
409||NaN | NaN || 2.829386 | 0.207508 
410||NaN | NaN || 2.831826 | 0.204448 
411||NaN | NaN || 2.834263 | 0.201411 
412||NaN | NaN || 2.836697 | 0.198398 
413||NaN | NaN || 2.839127 | 0.195407 
414||NaN | NaN || 2.841554 | 0.192440 
415||NaN | NaN || 2.843977 | 0.189496 
416||NaN | NaN || 2.846398 | 0.186575 
417||NaN | NaN || 2.848815 | 0.183678 
418||NaN | NaN || 2.851229 | 0.180803 
419||NaN | NaN || 2.853639 | 0.177952 
420||NaN | NaN || 2.856046 | 0.175123 
421||NaN | NaN || 2.858451 | 0.172318 
422||NaN | NaN || 2.860852 | 0.169536 
423||NaN | NaN || 2.863250 | 0.166777 
424||NaN | NaN || 2.865645 | 0.164040 
425||NaN | NaN || 2.868037 | 0.161327 
426||NaN | NaN || 2.870426 | 0.158637 
427||NaN | NaN || 2.872812 | 0.155970 
428||NaN | NaN || 2.875196 | 0.153326 
429||NaN | NaN || 2.877576 | 0.150705 
430||NaN | NaN || 2.879953 | 0.148107 
431||NaN | NaN || 2.882328 | 0.145532 
432||NaN | NaN || 2.884700 | 0.142980 
433||NaN | NaN || 2.887069 | 0.140450 
434||NaN | NaN || 2.889435 | 0.137944 
435||NaN | NaN || 2.891799 | 0.135460 
436||NaN | NaN || 2.894160 | 0.133000 
437||NaN | NaN || 2.896518 | 0.130562 
438||NaN | NaN || 2.898874 | 0.128147 
439||NaN | NaN || 2.901227 | 0.125755 
440||NaN | NaN || 2.903578 | 0.123386 
441||NaN | NaN || 2.905926 | 0.121040 
442||NaN | NaN || 2.908271 | 0.118716 
443||NaN | NaN || 2.910614 | 0.116415 
444||NaN | NaN || 2.912955 | 0.114138 
445||NaN | NaN || 2.915293 | 0.111882 
446||NaN | NaN || 2.917629 | 0.109650 
447||NaN | NaN || 2.919962 | 0.107441 
448||NaN | NaN || 2.922293 | 0.105254 
449||NaN | NaN || 2.924622 | 0.103090 
450||NaN | NaN || 2.926949 | 0.100948 
451||NaN | NaN || 2.929273 | 0.098830 
452||NaN | NaN || 2.931595 | 0.096734 
453||NaN | NaN || 2.933915 | 0.094660 
454||NaN | NaN || 2.936232 | 0.092610 
455||NaN | NaN || 2.938548 | 0.090582 
456||NaN | NaN || 2.940861 | 0.088577 
457||NaN | NaN || 2.943173 | 0.086594 
458||NaN | NaN || 2.945482 | 0.084634 
459||NaN | NaN || 2.947789 | 0.082697 
460||NaN | NaN || 2.950094 | 0.080783 
461||NaN | NaN || 2.952398 | 0.078891 
462||NaN | NaN || 2.954699 | 0.077021 
463||NaN | NaN || 2.956998 | 0.075174 
464||NaN | NaN || 2.959296 | 0.073350 
465||NaN | NaN || 2.961591 | 0.071549 
466||NaN | NaN || 2.963885 | 0.069770 
467||NaN | NaN || 2.966177 | 0.068013 
468||NaN | NaN || 2.968467 | 0.066279 
469||NaN | NaN || 2.970755 | 0.064568 
470||NaN | NaN || 2.973041 | 0.062879 
471||NaN | NaN || 2.975326 | 0.061213 
472||NaN | NaN || 2.977609 | 0.059569 
473||NaN | NaN || 2.979891 | 0.057948 
474||NaN | NaN || 2.982171 | 0.056349 
475||NaN | NaN || 2.984449 | 0.054773 
476||NaN | NaN || 2.986725 | 0.053219 
477||NaN | NaN || 2.989000 | 0.051688 
478||NaN | NaN || 2.991274 | 0.050179 
479||NaN | NaN || 2.993545 | 0.048693 
480||NaN | NaN || 2.995816 | 0.047229 
481||NaN | NaN || 2.998085 | 0.045788 
482||NaN | NaN || 3.000352 | 0.044369 
483||NaN | NaN || 3.002618 | 0.042972 
484||NaN | NaN || 3.004883 | 0.041598 
485||NaN | NaN || 3.007146 | 0.040246 
486||NaN | NaN || 3.009408 | 0.038917 
487||NaN | NaN || 3.011668 | 0.037610 
488||NaN | NaN || 3.013927 | 0.036326 
489||NaN | NaN || 3.016185 | 0.035064 
490||NaN | NaN || 3.018442 | 0.033825 
491||NaN | NaN || 3.020697 | 0.032607 
492||NaN | NaN || 3.022951 | 0.031412 
493||NaN | NaN || 3.025204 | 0.030240 
494||NaN | NaN || 3.027456 | 0.029090 
495||NaN | NaN || 3.029707 | 0.027962 
496||NaN | NaN || 3.031956 | 0.026857 
497||NaN | NaN || 3.034205 | 0.025774 
498||NaN | NaN || 3.036452 | 0.024713 
499||NaN | NaN || 3.038699 | 0.023675 
500||NaN | NaN || 3.040944 | 0.022659 
501||NaN | NaN || 3.043188 | 0.021665 
502||NaN | NaN || 3.045431 | 0.020694 
503||NaN | NaN || 3.047674 | 0.019745 
504||NaN | NaN || 3.049915 | 0.018818 
505||NaN | NaN || 3.052156 | 0.017914 
506||NaN | NaN || 3.054395 | 0.017032 
507||NaN | NaN || 3.056634 | 0.016172 
508||NaN | NaN || 3.058872 | 0.015335 
509||NaN | NaN || 3.061109 | 0.014520 
510||NaN | NaN || 3.063345 | 0.013727 
511||NaN | NaN || 3.065580 | 0.012957 
512||NaN | NaN || 3.067815 | 0.012208 
513||NaN | NaN || 3.070049 | 0.011482 
514||NaN | NaN || 3.072282 | 0.010779 
515||NaN | NaN || 3.074515 | 0.010097 
516||NaN | NaN || 3.076747 | 0.009438 
517||NaN | NaN || 3.078978 | 0.008801 
518||NaN | NaN || 3.081209 | 0.008187 
519||NaN | NaN || 3.083439 | 0.007594 
520||NaN | NaN || 3.085668 | 0.007024 
521||NaN | NaN || 3.087897 | 0.006476 
522||NaN | NaN || 3.090125 | 0.005951 
523||NaN | NaN || 3.092353 | 0.005447 
524||NaN | NaN || 3.094581 | 0.004966 
525||NaN | NaN || 3.096808 | 0.004508 
526||NaN | NaN || 3.099034 | 0.004071 
527||NaN | NaN || 3.101260 | 0.003657 
528||NaN | NaN || 3.103486 | 0.003265 
529||NaN | NaN || 3.105711 | 0.002895 
530||NaN | NaN || 3.107936 | 0.002547 
531||NaN | NaN || 3.110161 | 0.002222 
532||NaN | NaN || 3.112385 | 0.001919 
533||NaN | NaN || 3.114609 | 0.001638 
534||NaN | NaN || 3.116832 | 0.001379 
535||NaN | NaN || 3.119056 | 0.001142 
536||NaN | NaN || 3.121279 | 0.000928 
537||NaN | NaN || 3.123502 | 0.000736 
538||NaN | NaN || 3.125725 | 0.000566 
539||NaN | NaN || 3.127948 | 0.000419 
540||NaN | NaN || 3.130170 | 0.000294 
541||NaN | NaN || 3.132393 | 0.000190 
542||NaN | NaN || 3.134615 | 0.000110 
543||NaN | NaN || 3.136837 | 0.000051 
544||NaN | NaN || 3.139060 | 0.000014 
545||NaN | NaN || 3.141282 | 0.000000 
